1117,1602,1602,17.414010100575,17.414010100575,1,9,0.873789660393779,1585.8,8,104,0
1266,2142,2142,2.31943962535293,2.31943962535293,0,7.91,0,0,3,12,0
2182,2142,2142,2.77297864456827,2.77297864456827,0,7.91,0,0,3,400,0
3005,1602,1602,1.56246844390964,1.56246844390964,0,7.91,0.110106836651351,662.4,4,141,0
3465,2142,2142,2.75856936122584,2.75856936122584,0,7.91,0.113862149994312,457.2,3,373,0
3539,2142,2142,3.34559749957372,3.34559749957372,0,7.91,0,0,3,12,0
5072,2142,2142,2.5254197904115,2.5254197904115,0,7.91,0.018952493736672,68.4,3,378,0
9134,630,630,1.30604685157693,1.30604685157693,0,7.91,0,0,3,12,1
9405,2142,2142,0.612546831707606,0.612546831707606,0,7.91,0.02988033325403,543.6,3,45,0
10623,2142,2142,1.98021383305063,1.98021383305063,1,9,0.100311019685491,565.2,3,378,0
13021,522,522,1.54341050535754,1.54341050535754,0,7.91,0.081079726360246,133.2,3,46,0
16493,2142,2142,5.0537416187183,5.0537416187183,0,7.91,0,0,3,12,1
16710,2142,2142,6.93041338994975,6.93041338994975,0,7.91,0.311946589195037,1278,3,110,0
18188,630,630,19.8153880701018,19.8153880701018,0,7.91,0,0,3,12,0
19436,2142,2142,2.30053969291798,2.30053969291798,0,7.91,0,0,3,12,0
20119,576,1170,28.283885133256,56.5774135959131,0,9,0,0,3,12,1
20247,2142,2142,4.51579244317177,4.51579244317177,0,7.91,0,0,3,41,0
23276,1602,1602,7.24590633269813,7.24590633269813,1,7,0.440461771936273,1132.2,4,37,0
23495,2142,2142,2.67651817021763,2.67651817021763,0,7.91,0,0,3,13,0
23880,2142,2142,0.062468238165875,0.062468238165875,0,7.91,0,0,3,21,0
24310,1602,1602,14.1610067616829,14.1610067616829,1,6,0.426118467986258,678.6,3,78,0
25973,1602,1602,5.06407861647799,5.06407861647799,0,7.91,0.076008684675092,111.6,3,354,0
27153,1170,4734,2.95757812811011,11.8253832155603,0,9,0,0,3,188,1
27826,1602,1602,2.00694133796683,2.00694133796683,0,7.91,0,0,3,12,0
29218,1386,2790,4.25241575610384,8.50635077471433,0,7.91,0,0,3,12,1
31185,2142,2142,3.64073554663762,3.64073554663762,0,7.91,0.409838898308175,1278,3,240,0
33191,2142,2142,1.47928397821936,1.47928397821936,0,7.91,0,0,3,12,0
3453,1602,1602,10.960303810534,10.960303810534,0,7.91,0.212884064595421,516.6,3,376,0
3822,2142,2142,4.26432574988519,4.26432574988519,0,7.91,0,0,3,13,1
5066,2142,2142,0.556324458072339,0.556324458072339,0,7.91,0,0,3,12,0
5913,2142,2142,2.2069301730235,2.2069301730235,0,7.91,0,0,3,12,0
5952,1602,1602,4.28727345306128,4.28727345306128,0,7.91,0.084201769945557,176.4,3,20,0
